Nome,CPF,Endereço,Telefone,Email,Endereço coleta,Endereço entrega,Peso (kg),Volume (m³),Prioridade
Vitor Hugo Melo,46023094533,"Distrito da Cunha, 113
Dom Bosco
08700-079 Lima Alegre / BA",+55 (061) 3556-7776,vinicius13@example.com,"Distrito da Cunha, 113
Dom Bosco
08700-079 Lima Alegre / BA","Recanto Alexandre Fonseca
Grota
49019-566 da Conceição / ES",6000,5,não
Davi Miguel Moraes,96583030303,"Área Eloah Sousa, 47
Mariquinhas
18505209 Pereira do Campo / AP",11 5901-9398,maria-isis06@example.com,"Área Eloah Sousa, 47
Mariquinhas
18505209 Pereira do Campo / AP","Pátio Ana Sophia Sousa, 7
Vila Real 2ª Seção
32728-355 Monteiro / GO",5000,5,sim
Vicente Correia,09392100450,"Favela de Garcia, 13
Corumbiara
70620583 Farias das Flores / AL",84 2630-0550,vitoriafarias@example.net,"Favela de Garcia, 13
Corumbiara
70620583 Farias das Flores / AL","Favela de Caldeira, 98
Providencia
43528278 Ramos do Norte / BA",4000,2,não
Francisco Alves,52686306609,"Trecho de Almeida, 745
Esperança
19993331 Martins Alegre / PB",11 9392-5291,das-nevesana-vitoria@example.org,"Trecho de Almeida, 745
Esperança
19993331 Martins Alegre / PB","Fazenda de Duarte, 6
João Paulo Ii
38428-705 Costa Alegre / AC",3000,3,não
Luana Freitas,74599160210,"Lago de Freitas, 646
Conjunto Bonsucesso
41901462 Caldeira da Prata / CE",+55 (041) 0719-2428,vargasotto@example.net,"Lago de Freitas, 646
Conjunto Bonsucesso
41901462 Caldeira da Prata / CE","Sítio de Casa Grande, 82
Lagoa
34821431 Rocha / PI",3000,4,sim
Emanuelly Garcia,73453929378,"Quadra Luara Pacheco, 97
Santo André
10216-136 Cavalcante / SP",81 1053-6731,bento68@example.net,"Quadra Luara Pacheco, 97
Santo André
10216-136 Cavalcante / SP","Ladeira Casa Grande, 99
Novo São Lucas
86571-181 Barbosa / PA",5000,3,não
Matheus Brito,90182506435,"Setor de da Costa, 8
Conjunto Serra Verde
84445-024 Melo / PR",(081) 4425-7841,lteixeira@example.net,"Setor de da Costa, 8
Conjunto Serra Verde
84445-024 Melo / PR","Vereda de Silveira, 34
Universo
78582028 Fernandes de Almeida / RR",7000,1,não
Maria Clara Pastor,70370669230,"Núcleo Aragão, 5
São Bento
36653602 Mendes / SE",+55 (011) 5109 3237,joao-vitor21@example.com,"Núcleo Aragão, 5
São Bento
36653602 Mendes / SE","Rua Silveira
Ápia
90265101 Pereira / BA",6000,2,sim
Dr. Thomas Andrade,47892289240,"Vila Vasconcelos, 54
Cdi Jatoba
64960013 Fogaça de Azevedo / DF",84 2350 1690,yoliveira@example.org,"Vila Vasconcelos, 54
Cdi Jatoba
64960013 Fogaça de Azevedo / DF","Vila Gael Cassiano, 89
Virgínia
09085-594 Gomes das Pedras / RN",1000,1,sim
Henry Gabriel Correia,89047492043,"Pátio Maria Fernanda Caldeira
Flamengo
68174-907 Rios / AM",+55 11 5627-4369,gabriela55@example.net,"Pátio Maria Fernanda Caldeira
Flamengo
68174-907 Rios / AM","Vale de Pimenta, 82
Santa Helena
32628577 Costa / ES",3000,5,não
Yuri Costa,66721890926,"Alameda de Sampaio, 54
Alto Barroca
57470293 da Cunha / PA",+55 (051) 5312 2490,casa-grandealexandre@example.org,"Alameda de Sampaio, 54
Alto Barroca
57470293 da Cunha / PA","Recanto Lunna Moreira, 63
Vila Jardim Montanhes
43559-450 Oliveira / RO",9000,2,não
Larissa Jesus,28029635977,"Morro Thomas Leão
Vila Bandeirantes
92966162 Cunha do Campo / RO",31 9762-9091,ana-julia94@example.com,"Morro Thomas Leão
Vila Bandeirantes
92966162 Cunha do Campo / RO","Conjunto de Câmara, 51
Vila Canto Do Sabiá
79676695 Casa Grande do Galho / AM",4000,3,não
Maria Eduarda Sousa,73568613645,"Conjunto João Felipe Rocha, 428
Horto Florestal
82278-825 Gonçalves / PI",+55 (071) 5386 7614,asafe82@example.com,"Conjunto João Felipe Rocha, 428
Horto Florestal
82278-825 Gonçalves / PI","Distrito Santos
Luxemburgo
39261-884 Martins / GO",7000,2,não
Maria Sophia Guerra,44556218068,"Aeroporto de Pinto, 75
Braúnas
41737-776 Mendonça dos Dourados / AL",61 0496 5371,kamillynogueira@example.com,"Aeroporto de Pinto, 75
Braúnas
41737-776 Mendonça dos Dourados / AL","Quadra Calebe Novaes, 74
Dom Cabral
66228746 Nascimento de Carvalho / PE",10000,4,sim
Dr. Luan Alves,59791930144,"Avenida Emanuella Fernandes, 90
Vila Formosa
30581-847 da Cruz / AL",+55 (041) 3212-8794,gabriel50@example.com,"Avenida Emanuella Fernandes, 90
Vila Formosa
30581-847 da Cruz / AL","Quadra Bento Ferreira, 3
Bacurau
27724-135 Vieira do Norte / MT",3000,4,sim
Mariah Albuquerque,60569287560,"Chácara Joaquim Dias
Corumbiara
58692-450 Casa Grande / DF",+55 (051) 2954 3052,ana-julia60@example.org,"Chácara Joaquim Dias
Corumbiara
58692-450 Casa Grande / DF","Feira Martins, 4
Vitoria
76567-061 Barbosa de da Paz / PI",9000,4,não
Luiz Gustavo Nogueira,48546724209,"Avenida Lorena Monteiro, 722
Leonina
04391-184 Fernandes de Leão / PI",+55 (081) 2892-6059,igorcosta@example.com,"Avenida Lorena Monteiro, 722
Leonina
04391-184 Fernandes de Leão / PI","Campo de Vargas, 9
São Lucas
89025794 Brito / TO",4000,1,sim
Dom Rezende,34199013131,"Largo de da Rocha, 58
Vila Trinta E Um De Março
54118-170 Costela do Oeste / PR",+55 (041) 6426 6835,freitasemilly@example.net,"Largo de da Rocha, 58
Vila Trinta E Um De Março
54118-170 Costela do Oeste / PR","Recanto Montenegro, 64
Conjunto Santa Maria
31369899 Moreira / DF",1000,3,sim
Esther Rodrigues,65812507247,"Aeroporto Viana, 54
Floramar
95326458 Rios / MG",+55 71 5362 0707,davi-lucca05@example.com,"Aeroporto Viana, 54
Floramar
95326458 Rios / MG","Praça da Costa
Santo Antônio
93646267 Freitas da Mata / MS",4000,1,não
Luigi Araújo,21506096657,"Colônia Mirella Pastor, 284
São Gabriel
19800-245 Rocha / RO",31 1958 9190,da-rosacarolina@example.net,"Colônia Mirella Pastor, 284
São Gabriel
19800-245 Rocha / RO","Lago Borges, 58
Nova Floresta
37155094 Machado do Amparo / RO",3000,1,sim
Allana Lima,37967619924,"Núcleo Garcia, 536
Canaa
97206704 das Neves / AM",0800 196 9978,melina11@example.com,"Núcleo Garcia, 536
Canaa
97206704 das Neves / AM","Trevo Costela, 3
Vitoria Da Conquista
46391629 Ramos Alegre / SE",1000,3,não
Renan Andrade,05507070507,"Passarela de Almeida, 16
Maria Virgínia
46388834 Correia / RS",+55 61 2517-3416,wpereira@example.net,"Passarela de Almeida, 16
Maria Virgínia
46388834 Correia / RS","Praça Pastor, 430
Goiania
84881-120 Pastor do Campo / MA",1000,1,não
Aurora Farias,52097408114,"Vale Olívia Cardoso, 85
Cônego Pinheiro 2ª Seção
05011144 Jesus do Sul / RN",(041) 6879 9561,ana-laurada-cruz@example.net,"Vale Olívia Cardoso, 85
Cônego Pinheiro 2ª Seção
05011144 Jesus do Sul / RN","Pátio Porto
Morro Dos Macacos
20515-260 Ribeiro / RO",5000,1,não
Larissa Barbosa,42376097150,"Travessa Moura, 24
Barão Homem De Melo 1ª Seção
04193-899 Gomes de Teixeira / RS",21 8615-0593,dantemontenegro@example.com,"Travessa Moura, 24
Barão Homem De Melo 1ª Seção
04193-899 Gomes de Teixeira / RS","Lago João Miguel Sá, 708
Jaqueline
98409-524 Pastor / RO",8000,1,não
Lara Moura,90197725892,"Ladeira Giovanna Vasconcelos, 17
Nossa Senhora Aparecida
69363582 Farias do Norte / TO",(021) 3309 6307,brenda45@example.org,"Ladeira Giovanna Vasconcelos, 17
Nossa Senhora Aparecida
69363582 Farias do Norte / TO","Residencial Luiz Miguel Rodrigues, 38
Bonsucesso
38504-320 Camargo / PB",9000,1,não
Francisco Nogueira,89480870538,"Trevo de Abreu, 392
Providencia
14383029 Marques / SP",(084) 1195 0017,zaparecida@example.net,"Trevo de Abreu, 392
Providencia
14383029 Marques / SP","Praia Heitor Ribeiro, 863
São Francisco
64135028 Oliveira / AL",10000,5,não
Maysa Rodrigues,51555259003,"Jardim Cavalcanti, 26
Milionario
11811-853 Pires das Flores / MG",+55 (051) 7722-0197,rafaelarocha@example.com,"Jardim Cavalcanti, 26
Milionario
11811-853 Pires das Flores / MG","Feira Bernardo Campos, 11
Cônego Pinheiro 2ª Seção
06415881 Cirino do Campo / TO",7000,5,não
Maria Liz Azevedo,44757301042,"Parque Arthur Miguel Gonçalves, 65
Conjunto Santa Maria
81932027 Novais do Oeste / PE",(051) 1411 8089,eandrade@example.net,"Parque Arthur Miguel Gonçalves, 65
Conjunto Santa Maria
81932027 Novais do Oeste / PE","Lagoa de Moura, 76
Guarani
72265351 Pinto / SP",9000,1,sim
Otto Albuquerque,80303497269,"Trecho de Sampaio, 189
Santa Inês
16173-601 Silva do Amparo / BA",81 8555 5470,mateus11@example.net,"Trecho de Sampaio, 189
Santa Inês
16173-601 Silva do Amparo / BA","Lago Alves, 77
Paulo Vi
19191-626 Alves do Campo / AC",7000,2,sim
Paulo da Rocha,44498730173,"Fazenda de Almeida
Alta Tensão 2ª Seção
68188428 da Rosa dos Dourados / DF",21 0360-4316,amandada-rocha@example.net,"Fazenda de Almeida
Alta Tensão 2ª Seção
68188428 da Rosa dos Dourados / DF","Via Borges, 6
Santa Efigênia
35640-509 da Conceição / RS",9000,1,não
Antônio Pinto,91546069006,"Condomínio Fernanda Fogaça
Bernadete
25486831 Cardoso / AP",+55 31 8962-0150,valentina38@example.com,"Condomínio Fernanda Fogaça
Bernadete
25486831 Cardoso / AP","Largo Leão, 84
Vila Calafate
45092011 Marques / RJ",5000,4,sim
Dr. Arthur Gabriel Gomes,62831054916,"Vila Mariane Silva, 59
Santa Rosa
04005772 Souza / PR",+55 11 6527 8292,kcamara@example.org,"Vila Mariane Silva, 59
Santa Rosa
04005772 Souza / PR","Praia Gomes, 54
Delta
91841-699 da Luz / PE",10000,5,não
Ana Carolina Gomes,92417162660,"Sítio Bárbara Vargas
Jardim Do Vale
66543452 Duarte / AC",71 0500 0377,da-cunhadanilo@example.org,"Sítio Bárbara Vargas
Jardim Do Vale
66543452 Duarte / AC","Área Arthur Rezende, 327
Minaslandia
40513754 Fernandes / GO",5000,1,sim
Davi Miguel Siqueira,63922376150,"Praia de Azevedo
Vila Boa Vista
37060-908 Cunha da Prata / MA",+55 71 8585 5717,franciscoborges@example.org,"Praia de Azevedo
Vila Boa Vista
37060-908 Cunha da Prata / MA","Praça Novaes, 526
Parque São José
42289-075 Ribeiro / RO",8000,4,não
Liam Monteiro,89358828791,"Campo Lorenzo Costa, 200
Trevo
08547-016 Campos / RR",+55 (071) 9829 0349,igor97@example.org,"Campo Lorenzo Costa, 200
Trevo
08547-016 Campos / RR","Rodovia Giovanna Leão, 62
Alta Tensão 1ª Seção
53856816 Alves / PR",9000,5,sim
Letícia da Cunha,46036780102,"Distrito de da Rosa, 9
Comiteco
47413258 Cavalcanti / DF",(071) 6911 0309,marinagarcia@example.org,"Distrito de da Rosa, 9
Comiteco
47413258 Cavalcanti / DF","Estrada Moraes, 950
Coração Eucarístico
63290-082 Costela da Mata / AP",9000,1,sim
Mathias Macedo,28687049055,"Aeroporto de Camargo, 40
Carlos Prates
30707516 da Rocha de Mendes / RN",11 4987-9902,mouragabrielly@example.org,"Aeroporto de Camargo, 40
Carlos Prates
30707516 da Rocha de Mendes / RN","Avenida Marcos Vinicius Aparecida, 73
Vila Da Amizade
90189-091 Mendonça / PA",10000,4,não
Srta. Agatha Santos,31468187016,"Recanto Novais
Pindura Saia
48973606 Rezende / CE",81 9703-5846,zrezende@example.com,"Recanto Novais
Pindura Saia
48973606 Rezende / CE","Distrito Noah Moura, 96
Vila Da Paz
17470740 Casa Grande do Galho / PI",3000,2,sim
Raul Rezende,32925560234,"Lago Luara Albuquerque, 16
Vale Do Jatoba
84502-882 Gonçalves Verde / TO",+55 (071) 3049-5513,ynovaes@example.org,"Lago Luara Albuquerque, 16
Vale Do Jatoba
84502-882 Gonçalves Verde / TO","Sítio de Carvalho, 5
Jardim Felicidade
31682-304 Dias / TO",10000,5,sim
Isabel Pereira,62314478393,"Aeroporto de Rocha, 451
São Jorge 3ª Seção
59218-426 Camargo de Goiás / PB",(071) 4158-7815,melissa58@example.net,"Aeroporto de Rocha, 451
São Jorge 3ª Seção
59218-426 Camargo de Goiás / PB","Travessa de Cassiano, 80
Havaí
38077742 Cassiano / RO",2000,1,não
Luna Rodrigues,88330090502,"Estação de Lima, 1
Independência
96529-759 Barros das Pedras / PE",61 6934 9152,maria-flor47@example.org,"Estação de Lima, 1
Independência
96529-759 Barros das Pedras / PE","Alameda Souza, 132
São Sebastião
92340804 Monteiro Alegre / BA",10000,3,sim
Dr. Eduardo Câmara,36640795747,"Trevo Hellena Aparecida, 56
Vila Santa Rosa
46967695 da Paz dos Dourados / PI",+55 71 4746 4406,samuel00@example.net,"Trevo Hellena Aparecida, 56
Vila Santa Rosa
46967695 da Paz dos Dourados / PI","Fazenda Bella Santos, 80
Pousada Santo Antonio
53100727 Cassiano de Ferreira / MG",5000,3,sim
Matteo Abreu,54233417950,"Favela Vitor Hugo da Cruz
João Pinheiro
92506-798 Cavalcanti das Pedras / SE",21 8842-1839,alicesousa@example.org,"Favela Vitor Hugo da Cruz
João Pinheiro
92506-798 Cavalcanti das Pedras / SE","Estrada Rodrigo Rocha, 4
Planalto
14556298 Cunha dos Dourados / SP",9000,5,sim
Sra. Manuella Sá,96387844319,"Lagoa Mendes, 9
Vila Nova Dos Milionarios
04824355 Araújo / CE",41 9312-6089,ana-beatrizfernandes@example.net,"Lagoa Mendes, 9
Vila Nova Dos Milionarios
04824355 Araújo / CE","Fazenda Gonçalves
Parque São José
80527651 da Cunha de Borges / RO",2000,5,não
Sophia da Rocha,98214737680,"Passarela Carvalho, 84
Andiroba
92823044 Alves / RO",(041) 5381 7612,ana-vitoria91@example.com,"Passarela Carvalho, 84
Andiroba
92823044 Alves / RO","Alameda Caldeira, 41
Vila São João Batista
90957625 da Paz de Minas / RJ",3000,5,sim
Maria Clara Silva,98201729857,"Chácara Rhavi Cassiano, 27
Álvaro Camargos
65970696 Cardoso / RR",+55 31 4633-2094,josue52@example.org,"Chácara Rhavi Cassiano, 27
Álvaro Camargos
65970696 Cardoso / RR","Loteamento Monteiro, 41
Coração De Jesus
54074959 Novaes Verde / GO",9000,5,não
Sr. Pedro Borges,64635070591,"Lago Alves
Cdi Jatoba
10387-584 Costela de Vieira / PA",+55 84 9669-0316,krios@example.org,"Lago Alves
Cdi Jatoba
10387-584 Costela de Vieira / PA","Via de da Costa, 52
Mariano De Abreu
07326305 da Conceição da Praia / AP",5000,1,sim
Bryan Farias,38996310566,"Vale Sampaio, 72
Granja De Freitas
41513582 Pacheco do Galho / TO",+55 (051) 3531-5075,mayaborges@example.org,"Vale Sampaio, 72
Granja De Freitas
41513582 Pacheco do Galho / TO","Travessa Peixoto, 48
Madri
02043598 Carvalho / RO",6000,5,sim
Lucas Oliveira,87848972525,"Viela de da Costa, 36
São Marcos
26092615 Sampaio da Mata / RO",0500-743-8973,brenda74@example.net,"Viela de da Costa, 36
São Marcos
26092615 Sampaio da Mata / RO","Lago de Carvalho
Vila Nova Paraíso
02575-077 Aragão / GO",3000,4,sim
Maria Luísa Cardoso,07942410857,"Vale da Mota, 7
Alto Barroca
64139-597 Gonçalves / AP",0800-022-9930,santosisis@example.org,"Vale da Mota, 7
Alto Barroca
64139-597 Gonçalves / AP","Favela Silveira, 7
Chácara Leonina
86002877 Sampaio / SE",1000,3,não
Bárbara Santos,62820168863,"Praia Fernando Guerra, 73
Vista Alegre
79356-698 Barbosa / RO",(011) 8669-0651,melina33@example.org,"Praia Fernando Guerra, 73
Vista Alegre
79356-698 Barbosa / RO","Lagoa Cardoso, 84
Vila Do Pombal
74604-827 Carvalho Alegre / AP",6000,5,não
Dr. João Vitor Andrade,89408397228,"Quadra Paulo Correia, 2
Vila Santo Antônio Barroquinha
88344216 Moraes / AM",(081) 8614-5601,dsilveira@example.net,"Quadra Paulo Correia, 2
Vila Santo Antônio Barroquinha
88344216 Moraes / AM","Conjunto Melo
Minas Caixa
87414-728 Câmara / MA",8000,4,sim
Maria Helena da Costa,85554151875,"Núcleo de Montenegro, 16
Céu Azul
75986170 Gomes / AP",+55 61 3719-1157,arthur82@example.org,"Núcleo de Montenegro, 16
Céu Azul
75986170 Gomes / AP","Lago Carvalho, 6
Atila De Paiva
26461-166 Cavalcante / PR",3000,5,sim
Brayan Câmara,62798731100,"Colônia de da Rosa, 53
Jardim Leblon
31673-347 Lopes da Praia / PA",(021) 9983-9846,vcavalcante@example.org,"Colônia de da Rosa, 53
Jardim Leblon
31673-347 Lopes da Praia / PA","Área Pedro Lucas Ferreira, 2
Etelvina Carneiro
40787684 Moura / RN",5000,4,sim
Renan Correia,70835196926,"Viaduto de Mendes
Havaí
56241-256 Fonseca / BA",+55 (071) 0497-9828,araujoesther@example.net,"Viaduto de Mendes
Havaí
56241-256 Fonseca / BA","Pátio Camila Pacheco, 854
Lindéia
09341-651 Porto / RS",1000,2,não
Sr. Cauã Pereira,65196995432,"Distrito João Lucas Gomes, 52
Nossa Senhora Aparecida
12440759 Cirino do Galho / ES",71 9955 2546,laura65@example.org,"Distrito João Lucas Gomes, 52
Nossa Senhora Aparecida
12440759 Cirino do Galho / ES","Chácara Vieira, 55
Das Industrias I
20691399 Azevedo / PB",8000,3,não
Eloah Mendes,59304543538,"Vila de Fogaça, 250
Fernão Dias
76604772 Silva / RN",0500 726 2427,lunna21@example.org,"Vila de Fogaça, 250
Fernão Dias
76604772 Silva / RN","Vereda Sophia Alves, 860
São Sebastião
41940221 Barbosa da Praia / ES",8000,1,sim
Carlos Eduardo Souza,40472129208,"Distrito de Pinto, 110
Vila Paris
13157-781 Santos / AC",31 6979 2934,xcamargo@example.net,"Distrito de Pinto, 110
Vila Paris
13157-781 Santos / AC","Rodovia Fernandes, 65
Pindorama
40435604 Novais / MT",2000,4,não
Stephany Carvalho,08663894740,"Passarela de Freitas, 54
Bela Vitoria
16182988 Pimenta de Martins / RS",(081) 9956-2805,leo33@example.net,"Passarela de Freitas, 54
Bela Vitoria
16182988 Pimenta de Martins / RS","Distrito Calebe Fogaça, 940
Vila Madre Gertrudes 4ª Seção
99648-940 Oliveira / SC",9000,3,sim
Dr. Enzo da Luz,00045655091,"Rua de Machado, 18
Vila Da Luz
92266-336 Macedo de Pacheco / DF",61 3387 0069,joaquim60@example.com,"Rua de Machado, 18
Vila Da Luz
92266-336 Macedo de Pacheco / DF","Área João Lucas Moraes, 6
Vila Atila De Paiva
19918077 Pereira de Duarte / AP",8000,3,sim
Enzo Ramos,46025357717,"Área da Mota, 261
Confisco
53861-730 Fernandes da Prata / RS",0500-472-5609,nalves@example.net,"Área da Mota, 261
Confisco
53861-730 Fernandes da Prata / RS","Pátio da Mata, 99
Vila Antena
18344247 Alves / TO",2000,3,não
João Gabriel Câmara,46565520380,"Residencial Cavalcante, 345
Vila Jardim Montanhes
41870944 Camargo de Dias / PR",+55 81 1366-5412,cirinodaniela@example.net,"Residencial Cavalcante, 345
Vila Jardim Montanhes
41870944 Camargo de Dias / PR","Recanto Albuquerque
Barão Homem De Melo 2ª Seção
24287726 Sousa / AM",2000,3,não
Dra. Alice Cunha,54631171959,"Área Azevedo, 6
Vila Trinta E Um De Março
17524-005 Casa Grande / CE",41 6216-1239,nunesluna@example.org,"Área Azevedo, 6
Vila Trinta E Um De Março
17524-005 Casa Grande / CE","Praia de Carvalho, 32
Vila Da Luz
45221640 Guerra / PR",8000,4,sim
Dr. Arthur Gabriel da Rocha,31944837061,"Rua Castro, 91
Vila Santa Monica 2ª Seção
77219-204 Lopes de Siqueira / AL",61 5897 3329,yaparecida@example.org,"Rua Castro, 91
Vila Santa Monica 2ª Seção
77219-204 Lopes de Siqueira / AL","Feira Câmara, 37
Vila Rica
48629-703 da Rocha de Goiás / PB",9000,5,não
Dra. Ana Liz Moraes,59039187940,"Parque Nascimento, 95
Conjunto Novo Dom Bosco
60810482 Gonçalves / PE",+55 (071) 5123-0120,giovannanascimento@example.com,"Parque Nascimento, 95
Conjunto Novo Dom Bosco
60810482 Gonçalves / PE","Estrada de Pereira, 5
São Gonçalo
17411334 Machado de Goiás / PA",7000,3,não
João Miguel Silveira,94516444070,"Largo Vargas, 562
São Lucas
56666-101 Borges Paulista / PB",84 1500-4930,fcunha@example.com,"Largo Vargas, 562
São Lucas
56666-101 Borges Paulista / PB","Morro de Pires, 463
Maravilha
08284-381 Monteiro / PE",5000,1,sim
Marcelo Fogaça,20589849606,"Travessa Cassiano, 14
Vila Maria
08127971 da Rosa / PB",(031) 1032-0948,ysilva@example.net,"Travessa Cassiano, 14
Vila Maria
08127971 da Rosa / PB","Distrito de Dias, 32
Vila União
61667892 da Mota Verde / SP",5000,1,sim
Dr. Davi Miguel Mendes,96344585560,"Alameda Luna Sousa, 943
Acaiaca
26310578 Sales / PI",81 3353-6265,rael05@example.net,"Alameda Luna Sousa, 943
Acaiaca
26310578 Sales / PI","Rua Luna Aparecida, 1
Pindorama
03749804 Nogueira da Prata / SE",8000,3,não
Lívia Cunha,91879118920,"Viela de Montenegro, 48
Sagrada Família
13646-669 Pastor / RO",+55 81 5256 6346,souzajuliana@example.net,"Viela de Montenegro, 48
Sagrada Família
13646-669 Pastor / RO","Viela de Brito, 62
Senhor Dos Passos
03226-305 Cardoso de da Cunha / SE",4000,5,não
Júlia Jesus,57452632291,"Ladeira de Teixeira, 9
Fazendinha
87269513 Almeida da Praia / SC",+55 71 7188 2655,ferreiraasafe@example.net,"Ladeira de Teixeira, 9
Fazendinha
87269513 Almeida da Praia / SC","Vila Campos, 46
Candelaria
63200-273 Cavalcante Verde / BA",10000,2,não
Vinicius Andrade,59404324502,"Área Fonseca
Califórnia
78777-047 Ribeiro de Minas / AL",41 6277 4218,ana-cecilia19@example.com,"Área Fonseca
Califórnia
78777-047 Ribeiro de Minas / AL","Pátio Gabrielly Carvalho, 3
Beija Flor
07603565 Borges / RS",2000,4,sim
Hellena Fogaça,70184907238,"Favela de Gomes, 88
Santa Lúcia
84544076 Albuquerque / RO",0300-265-9351,pietro30@example.com,"Favela de Gomes, 88
Santa Lúcia
84544076 Albuquerque / RO","Chácara de Souza, 24
Vila Piratininga
78975-807 Sales / MA",1000,5,sim
Olivia Moreira,59139506666,"Viela das Neves, 29
Pindorama
54363722 Araújo do Galho / PA",0800-142-2295,dpimenta@example.org,"Viela das Neves, 29
Pindorama
54363722 Araújo do Galho / PA","Vereda de Moreira, 10
Saudade
21061180 Ramos / SC",2000,2,não
Julia Ribeiro,43384059709,"Lago Mariane Aragão, 15
Milionario
39059208 Ribeiro Verde / AC",+55 (051) 9956 7449,oliveirabenicio@example.org,"Lago Mariane Aragão, 15
Milionario
39059208 Ribeiro Verde / AC","Pátio de Aparecida, 88
São Geraldo
05466-271 Fernandes / RO",10000,3,sim
